codgr;sougr;numlig;nojour;codal
70698;2;2;1;7547
66758;2;31;2;17919
550530;5;23;4;18968
135739;5;28;2;84609
216081;4;22;3;24300
105720;1;31;3;18701
513394;6;31;1;17419
414682;1;32;6;19721
410213;7;31;3;36930
287883;3;23;4;20708
116298;2;33;2;17061
523642;3;21;4;24341
87548;5;35;3;76343
514248;3;19;1;33333
407375;3;32;2;76349
418140;7;23;4;21105
483991;6;9;1;19640
230144;3;1;1;7199
103501;4;31;2;18144
519342;7;30;1;30735
353626;7;13;2;7580
485428;7;8;2;20436
416714;3;32;5;18348
278283;5;9;3;21118
190614;5;18;1;35872
481044;7;21;3;24897
396249;6;32;3;17867
218225;2;27;3;17934
309470;7;43;3;11980
308022;4;35;1;17052
384584;2;22;2;23705
287456;2;9;1;19356
385572;1;20;2;31446
94277;5;33;1;11905
248991;1;19;2;29767
335510;3;26;4;18363
465580;5;22;4;21859
555882;7;35;1;27174
355342;2;29;1;84442
226490;4;33;1;5313
451192;2;20;1;29200
499519;6;9;1;20886
42633;5;30;1;30799
413141;3;5;1;10288
83488;3;2;1;7588
244792;6;39;2;24942
115418;1;2;1;7748
16703;4;13;2;9334
316784;5;10;1;10004
205676;2;13;2;7363
329705;5;32;2;76335
172821;2;33;1;20583
509330;2;9;1;17988
362474;3;39;2;25002
9579;3;30;1;77103
482064;1;2;1;7546
525135;4;9;2;20045
472874;2;41;1;15834
252135;6;11;1;90332
77012;1;30;1;30951
97271;4;34;4;18555
551598;4;8;2;24604
465865;6;30;2;31100
267735;3;39;2;25418
391356;1;3;2;33005
233584;3;9;2;20683
196424;6;23;3;19751
504146;3;9;2;18841
347826;3;31;6;17974
207206;7;31;2;17935
236417;2;31;1;77069
104972;3;1;1;7260
246463;4;30;2;30872
326897;3;8;1;20594
508933;4;30;2;31222
62802;7;1;1;7312
309778;2;3;1;8686
193211;2;14;2;6225
328142;4;30;1;30976
165544;2;34;1;25085
338995;3;35;1;17887
485193;6;31;3;17939
197923;4;13;2;13058
509499;2;10;2;18576
172643;7;43;1;11583
232277;5;8;2;26123
108522;4;15;2;4594
160769;3;32;1;3644
235180;3;17;2;9817
67983;5;26;2;8657
101805;2;30;1;31274
91799;1;32;2;2559
511648;5;1;1;7302
273383;3;23;4;17427
162270;3;30;1;30860
399264;4;9;1;20673
207742;7;33;2;28508
467651;4;32;3;18424
225668;6;31;1;17856
164734;2;9;2;20357
416023;6;39;1;24826
370413;1;1;1;6968
430566;4;31;2;76725
87901;7;33;2;17953
468813;2;23;4;21576
497067;4;31;2;17276
506905;1;22;5;21098
21242;7;19;2;30719
79709;7;35;7;4870
545222;6;26;2;19501
468285;2;20;2;29942
377526;2;23;4;20369
97372;4;23;3;19785
479667;5;31;2;76652
318329;1;39;2;76333
127994;6;9;2;20118
48522;1;39;1;24946
337861;3;15;2;4069
345756;1;43;2;11488
474518;1;34;2;19332
285051;7;9;1;21594
80835;5;1;1;7313
309365;1;43;2;12066
273754;2;43;2;11670
168810;6;24;3;19529
393268;2;9;1;19995
395250;3;36;6;3394
173534;3;43;2;11985
531255;4;39;1;25259
260782;7;32;2;17969
163889;3;27;3;19160
359476;3;33;2;17827
91206;4;33;1;20827
70203;1;12;2;10315
193419;7;32;1;2301
493926;5;10;1;15249
204353;6;28;3;18056
208252;7;5;1;10371
324453;5;30;1;30242
406020;7;30;2;31025
497959;6;18;2;9263
192865;3;10;2;19084
365424;6;22;3;25436
95862;4;13;4;13539
304260;1;32;1;76366
278899;6;6;2;43769
47643;3;20;1;27807
390741;6;23;3;15785
205098;1;31;1;76382
510526;5;9;2;38818
344322;4;19;2;30431
554819;5;25;3;19746
526826;3;23;5;19303
497653;1;9;1;20036
256051;6;2;1;7547
109915;7;2;1;7540
218305;1;8;2;12653
307362;1;30;1;31153
541018;4;8;2;23944
494518;1;43;2;11973
275383;6;17;2;7721
132795;1;43;2;12017
259138;5;19;3;32437
61999;4;23;4;20256
332853;1;31;2;75946
149656;4;23;2;16737
557802;1;20;1;34564
199577;3;20;1;31310
202665;4;30;3;30949
60820;1;23;4;19839
492950;4;13;2;92419
91479;7;31;2;17987
256376;5;10;2;20556
345402;3;39;2;24837
167308;5;31;1;17142
252475;4;4;2;31603
519895;3;24;4;20036
525352;5;10;1;12570
493232;1;32;1;78172
74309;3;31;1;18247
317490;1;10;1;95089
311630;3;7;1;27738
307858;4;42;3;11420
371354;2;2;1;7466
150293;7;31;1;27903
175238;6;43;3;11349
180417;4;22;2;22910
102412;2;36;1;19739
480862;1;31;2;18550
314554;7;1;1;7312
468105;3;28;2;12119
166266;4;21;2;26528
351351;6;22;4;19687
425662;1;8;1;24116
157080;3;32;1;17702
402784;7;33;1;17273
141999;1;30;3;31153
-330;5;11;2;11592
428187;6;5;1;10180
222790;7;28;2;18127
349296;2;33;7;19799
504592;5;22;5;22698
534427;2;9;1;21755
563308;5;22;6;20126
266858;7;37;2;6212
529808;1;21;3;24718
367708;6;29;2;30994
284882;3;23;4;19861
20067;2;27;2;17638
413934;5;30;1;31018
355123;5;32;1;2544
183076;3;19;1;36445
139790;2;29;4;30491
364165;7;32;3;18282
477403;7;1;1;7201
304855;3;38;2;24975
256144;1;7;1;11303
222354;3;2;1;7688
296353;2;15;2;4728
41806;1;9;2;22627
533356;2;30;3;31127
25010;7;14;2;6039
230831;6;9;1;20385
296356;4;35;1;17273
120508;3;32;1;29209
262108;1;5;1;9819
270106;3;1;1;7111
471087;3;11;2;11318
33040;1;18;2;29652
300868;5;31;2;18143
231971;3;20;1;29725
136965;3;37;1;16269
270258;5;30;1;31087
156920;3;39;2;25174
44063;6;21;3;24754
445968;7;32;1;2215
351730;1;1;1;7503
199151;1;39;1;25069
145495;4;2;1;7483
150355;5;22;2;23240
449176;3;2;1;7897
354360;5;38;4;25119
326321;7;9;1;14259
86865;7;33;1;3035
526555;1;31;1;18021
163187;3;2;1;7504
488077;1;10;2;20102
70822;2;29;3;30948
78339;1;1;1;7501
532907;6;32;3;18177
78885;3;23;6;20183
468707;3;2;1;8064
374259;6;32;1;1739
295330;6;9;2;19617
339207;5;31;1;25386
424383;2;30;1;22416
23603;7;34;1;19916
37900;7;20;2;8811
451947;2;1;1;7197
553617;4;1;1;7120
116547;7;34;1;13423
42742;4;39;2;25037
84871;4;32;5;26305
103310;7;32;1;1999
48570;1;30;2;16901
361086;7;32;5;19039
124281;3;43;2;11455
423287;2;39;3;25116
118062;3;22;1;25028
20461;2;37;2;25993
168811;5;21;2;25568
334152;3;31;4;18372
391405;6;19;1;28747
80155;2;32;1;75724
278106;4;1;1;7152
207602;2;27;2;19063
284278;4;39;1;25575
363742;5;30;2;31252
533092;4;37;2;25658
449997;7;30;2;30788
543783;3;22;4;24729
539701;6;23;5;21263
81048;1;3;1;8431
332213;4;29;4;30808
144766;5;32;1;2299
371480;5;23;4;20361
535632;4;32;4;17982
368146;2;32;5;18572
369854;2;11;1;91760
49374;3;22;3;21913
271738;7;9;2;25168
312972;1;23;4;20525
387325;5;1;1;7179
135627;1;31;1;17118
404113;7;30;1;31042
522445;2;22;2;93469
79929;6;9;2;19416
228785;6;41;6;9611
501567;5;9;1;20905
78452;1;32;3;18141
334732;3;43;1;11601
290252;2;9;1;19666
355768;5;39;2;24765
286552;5;9;1;15085
178559;3;9;2;28152
445787;2;31;3;18461
538654;3;9;3;19404
145610;7;33;1;19296
151281;7;42;3;11123
540736;3;2;1;7571
393500;2;8;2;22560
212050;6;33;2;3482
104985;4;22;3;24650
180565;3;9;1;20779
407134;6;27;1;31521
305450;2;23;1;14836
367651;4;2;1;7561
363250;1;20;2;28872
354764;3;9;2;19977
449310;1;31;3;18591
452199;7;9;2;20497
406978;4;9;1;20008
539968;3;23;5;20439
474547;2;1;1;7228
260978;1;30;3;32234
290744;6;23;5;19622
75460;1;30;1;31145
162926;3;10;2;89667
282041;6;21;1;27172
332657;3;18;2;7302
72054;6;1;1;7355
517594;7;32;3;18383
263602;4;24;2;18271
179176;6;32;2;17510
161771;5;34;6;18816
475131;6;23;3;19987
379802;1;31;1;77040
541561;1;5;1;10109
424026;1;23;3;19187
388833;2;31;1;79503
300315;6;31;2;17936
358702;6;31;1;17223
497986;1;22;3;20544
467013;7;29;3;30897
116786;7;32;1;2050
70506;7;1;1;7262
293712;1;2;1;7876
503535;1;9;2;20702
325907;6;32;3;18484
9077;3;11;2;12686
313347;1;23;2;12516
441430;6;33;3;28556
372657;1;19;2;30383
72461;3;24;3;20448
226780;4;14;2;10470
534963;6;29;3;32837
319619;1;1;1;7109
195633;4;40;1;18302
503467;7;10;3;20226
102005;3;35;2;18081
527945;7;31;1;5561
510936;1;13;2;8929
181322;2;1;1;7165
513230;1;9;2;20048
505590;5;12;4;26413
493985;7;32;4;18031
299481;6;32;2;76263
54927;4;8;1;9464
353004;1;22;5;19616
491481;1;9;1;18669
513194;7;1;1;6924
452236;4;10;1;15501
385087;1;32;7;18609
18517;2;35;1;27145
436427;3;10;3;19736
25361;3;30;2;18983
159255;2;9;2;19836
5525;1;30;3;30883
288347;4;30;2;30776
469295;2;38;1;24954
105360;1;42;7;11354
179238;2;27;1;86500
159444;3;9;1;20326
132430;2;23;5;20043
69368;3;1;1;7290
501342;1;32;2;18461
509221;7;31;5;18426
134763;5;30;1;30592
538330;1;39;1;24560
449295;5;24;1;18980
110146;1;29;2;17391
387422;5;17;2;2985
190366;3;38;1;25307
467699;5;9;1;21156
489184;1;1;1;7347
243583;6;31;5;18676
190465;6;35;2;18022
147592;1;24;2;11425
270235;6;43;2;12087
550822;3;10;2;19322
211890;1;23;4;17467
452498;6;34;1;3980
297925;1;28;3;17768
302184;7;21;2;27393
274848;5;31;2;76125
243123;3;32;2;18176
492165;1;13;1;59294
133367;2;35;1;17531
460046;4;39;2;24922
280238;2;41;7;23053
497617;2;2;1;7625
412383;3;32;2;29514
355358;7;41;1;16375
448768;2;30;2;30877
534768;7;9;2;21799
294581;5;1;1;7001
419315;1;31;1;77828
513294;6;18;1;35893
114332;5;35;5;30509
547017;3;22;3;24445
197856;1;32;3;18294
81790;5;9;2;19792
374714;1;9;1;20292
410862;7;1;1;6966
120352;5;34;4;18126
430049;7;40;1;13616
163351;4;3;1;9534
378074;3;9;2;19957
360741;2;38;1;25521
136016;1;30;1;30945
481989;4;22;3;21256
248340;6;26;1;25392
294909;1;2;1;7574
464407;1;8;1;21277
448264;7;23;2;21234
77362;2;32;1;76454
479279;7;35;1;80089
252760;2;41;1;20770
466906;1;32;2;17883
505939;3;23;5;17819
311489;2;31;5;18431
349475;2;1;1;7189
441910;5;2;1;7652
447716;2;23;4;20172
153804;1;43;2;11762
208547;3;23;1;19189
324937;6;43;3;11578
244040;6;6;1;9683
330352;3;9;1;19769
537543;7;2;1;7551
443516;2;31;2;77343
213803;2;22;4;21992
516819;3;31;2;76939
246428;2;38;2;25585
525436;2;19;1;26831
59156;5;22;2;17913
80997;3;32;3;19377
507173;4;37;1;25313
86346;2;17;2;6100
392505;7;39;1;25087
180129;3;1;1;7245
388646;4;32;7;18640
264974;1;9;2;20732
404028;3;9;1;21466
473361;5;30;1;30742
538961;5;30;1;31603
273788;7;38;1;24627
189257;2;43;1;11853
98533;6;31;2;76672
346936;2;31;1;27538
240936;2;14;2;10620
380493;2;31;1;76687
14562;1;13;3;13784
369058;3;32;1;2771
476419;1;29;4;30961
273323;7;21;6;24488
240332;3;34;1;13312
35038;4;29;4;30766
242232;1;31;1;18167
478385;5;43;1;11070
537933;2;22;3;23111
37481;3;10;2;19947
142410;5;23;3;21526
189751;4;31;2;18708
502788;2;9;2;20959
173032;7;29;3;30885
259535;4;36;2;15575
539309;1;20;4;27728
211168;1;38;1;24865
114092;4;27;3;18341
436992;7;32;2;18142
91689;5;31;2;17858
103474;4;2;1;7609
525608;1;25;1;13105
165035;3;33;5;25230
75437;6;32;2;3904
165854;7;19;3;8434
310464;2;33;1;16454
439788;4;22;4;20095
72921;4;32;2;17519
181061;1;16;2;3578
398395;5;2;1;7554
389472;3;14;2;38217
283552;1;9;2;20323
543962;6;39;1;25186
477478;3;31;4;18060
240959;6;39;1;25384
525113;7;1;1;7189
509930;7;31;1;16589
541822;6;30;3;18431
215868;7;2;1;7574
479876;1;32;1;2303
264138;1;1;1;7358
244385;5;1;1;7426
308578;2;32;2;18461
15429;5;9;2;21337
472713;1;31;3;18524
374354;5;13;2;90541
453926;2;22;3;22371
123310;7;1;1;7341
317229;2;43;1;11721
507215;5;32;1;1867
125980;4;32;4;18115
372605;1;1;1;7401
448273;1;30;2;31068
440192;7;9;2;19601
376423;4;21;1;28528
498026;3;32;1;2793
516682;1;23;4;19073
286107;3;32;1;2328
156931;5;31;1;76473
420421;6;17;2;5470
259908;3;9;2;19567
14189;5;30;2;30958
121088;7;9;2;19901
155083;6;23;2;21876
212821;4;43;1;11454
423594;6;31;2;76498
96691;7;2;1;7257
117517;1;8;2;11910
68023;2;12;5;21678
468254;5;32;1;2531
448564;5;30;1;30428
517144;7;9;1;20166
451603;3;20;1;30929
287282;3;11;2;11141
308315;4;10;1;21815
235818;2;35;3;26815
515856;7;32;1;2136
141201;7;14;2;7357
378484;7;9;1;21489
174082;4;8;1;11901
53053;4;9;2;20389
483130;6;9;1;20869
417892;2;30;1;31390
466116;6;1;1;7109
399620;6;30;2;30943
89658;5;1;1;7323
310543;7;8;1;22441
477604;2;1;1;7345
473560;1;11;1;89907
337988;5;28;2;83295
184336;4;29;1;28530
182982;1;30;1;76745
489502;4;21;3;9389
381108;6;22;1;29101
547268;6;1;1;7316
28435;2;34;1;20665
548203;6;28;3;18666
512310;3;3;1;8942
459306;7;30;2;31200
120913;2;9;2;19205
401143;6;31;5;18984
543908;2;23;6;20294
91247;5;23;3;20859
243241;1;23;4;20495
73265;2;28;3;17671
177627;1;1;1;7315
404580;2;9;1;17359
382603;1;23;4;20578
270117;4;2;1;7606
155171;5;2;1;7910
68393;2;1;1;7306
81359;3;1;1;7452
293851;2;22;1;26127
262515;6;37;1;16089
291645;4;12;1;49095
473762;4;25;3;14313
136002;1;31;4;18657
122980;3;35;1;17007
158295;2;43;3;11696
247524;6;10;2;85694
429162;2;10;2;18781
268692;1;22;2;21968
511677;6;32;2;17883
15249;3;23;4;16789
174155;3;32;1;76457
399879;5;30;2;31002
389088;1;43;2;11817
505058;1;9;2;19261
496798;1;8;4;26373
58721;6;32;2;76323
535423;5;9;2;20685
353789;4;22;2;20011
523540;4;11;1;14904
491422;5;30;2;31066
226136;3;31;4;17823
46133;1;20;2;9345
399716;4;31;2;29929
465387;1;32;2;17952
98469;1;9;1;19364
229771;1;13;2;9239
492852;6;29;3;30841
346767;4;9;2;20251
505251;3;24;2;10281
273627;5;29;3;30818
393326;7;32;2;19059
271874;3;43;1;11916
77856;1;30;1;30816
288382;5;33;1;3497
517565;3;1;1;7270
139068;7;30;1;31112
281468;1;9;1;20593
283516;7;31;2;76401
157758;2;3;1;8529
88494;1;23;2;14752
530513;6;31;1;25162
49578;5;20;2;29682
277333;7;31;1;26462
309245;5;22;3;24690
114223;1;31;2;18590
174301;5;30;1;30876
139179;3;36;1;15482
98597;1;30;1;31225
261074;3;9;2;19581
97630;4;1;1;7421
221088;2;35;3;19204
115322;2;29;2;17890
103020;3;33;1;2833
407633;3;37;1;25445
362536;1;7;2;27288
83952;4;23;2;19592
526656;1;21;3;25506
159854;1;42;3;12409
261344;1;1;1;7521
314063;1;9;2;19680
311984;1;30;2;31010
340696;7;11;3;15762
208583;6;9;2;90257
339322;1;32;1;2051
496806;1;23;4;19035
264480;4;31;1;76732
189394;3;2;1;7562
255036;5;22;2;9645
156717;2;30;2;31649
406924;2;1;1;7469
93566;3;31;3;17943
470090;5;10;2;86393
306123;1;23;5;20246
77970;4;33;5;4571
504449;5;10;1;14755
241108;1;29;4;31199
299229;6;10;2;20053
237258;3;36;7;20781
108423;1;35;2;18305
262038;3;11;1;92827
214036;3;9;2;20647
137967;4;21;3;25020
299313;5;12;2;11971
215323;5;15;2;3231
267359;1;43;1;11792
419429;2;9;2;20496
167733;2;23;2;18946
117983;2;9;2;19866
377692;1;26;1;12379
15851;5;29;3;30839
372671;1;31;7;19003
554334;6;36;1;26682
291565;5;8;1;25675
475678;4;16;2;10527
482774;6;30;1;30494
265234;3;1;1;7173
242591;7;2;1;7566
273516;6;30;1;30480
314739;1;32;2;18055
210727;7;9;1;18146
341859;2;17;2;10155
35487;1;30;2;31154
109890;7;9;2;20382
304036;1;31;1;2721
29680;1;32;2;19292
75085;7;33;1;2368
345675;2;20;4;26592
60609;6;39;2;25431
41717;7;27;2;19494
510542;2;10;2;15506
13212;2;20;2;9478
94172;4;44;7;11818
31744;7;31;2;18596
370140;3;32;1;76343
382556;5;9;2;16293
103780;2;31;2;76901
551528;5;21;3;26642
334713;2;41;1;14521
29581;3;9;2;22716
538578;2;30;2;31477
510638;6;32;2;17499
460259;1;30;2;18251
114528;1;48;1;101137
24376;1;19;2;29600
79785;1;30;2;76568
268468;1;22;4;21577
128589;2;32;4;18550
478917;7;5;1;31964
525560;7;19;1;37400
162368;2;32;4;18008
516826;1;1;1;7392
389025;5;39;4;24940
221946;5;31;2;18156
352887;4;33;1;3523
558230;3;33;2;20520
423966;7;39;2;25049
215904;3;43;3;11508
529818;6;23;5;20257
502419;3;22;5;21291
152988;6;31;1;17673
537107;7;10;1;16945
56066;7;31;1;76502
404968;3;24;1;18450
390941;3;29;1;31055
107976;1;31;1;76278
494925;4;9;2;20163
105591;1;2;1;7678
203360;6;23;5;19384
529627;5;23;4;20629
154511;2;30;1;31023
136130;6;2;1;7611
173214;5;30;2;30917
119871;7;32;3;18163
91705;6;9;1;21265
99199;4;9;2;20335
86649;7;19;2;6591
502679;5;5;1;10480
516681;4;38;2;22967
88097;3;11;1;91722
127838;7;33;1;24962
464976;3;30;1;30917
127476;3;32;1;3462
58709;3;34;1;11117
453928;5;8;1;12349
99571;2;35;2;18792
526869;6;30;2;31204
302109;7;31;2;76988
12704;1;17;2;9465
180789;3;43;3;12104
383003;3;19;2;6040
460945;5;9;1;20683
14639;6;19;2;30075
277918;6;31;6;18002
302235;6;10;1;14620
511753;7;43;1;12167
441153;2;31;3;18306
183715;1;23;5;20630
520466;6;1;1;7396
277562;6;33;1;27605
385145;4;26;1;30115
165930;3;20;2;29877
124516;1;31;1;2553
30703;4;30;1;31168
244522;1;29;1;84206
460220;7;32;4;18044
398474;5;30;2;31135
346598;7;5;1;10445
459442;1;21;2;10092
222324;4;19;2;30071
365126;3;31;4;18487
463438;7;9;1;16727
550114;3;8;2;24649
372249;7;29;3;19698
380316;1;31;4;18835
196141;3;43;2;11103
358699;4;18;1;28807
288219;1;10;2;19223
-36;5;10;2;14540
516060;6;9;2;21971
482267;1;8;1;20272
131054;2;43;1;11596
432420;7;9;1;19136
543819;6;28;2;85524
229148;1;39;1;24698
125051;3;39;2;25111
60573;2;21;3;24941
201211;3;20;1;29409
24083;7;30;1;30926
461089;6;14;1;41622
62086;2;10;1;90276
148737;5;5;1;10058
203611;4;38;7;7680
466993;4;20;2;10015
241770;6;1;1;7135
431398;6;43;2;10842
499075;7;42;2;10426
200945;4;3;2;31282
147908;5;23;6;19646
212789;1;31;3;18807
323961;1;32;3;18265
317695;1;9;1;20691
488544;1;2;2;32112
298978;3;9;2;20896
548960;6;23;6;21582
434226;5;1;1;7230
133213;3;42;2;11490
420651;3;1;1;7438
492838;3;1;1;7149
452615;3;1;1;7480
244791;1;42;1;11636
248362;3;23;3;20127
256296;1;27;2;84990
138456;2;1;1;7202
520436;3;8;2;26393
84323;3;32;1;19404
139207;6;30;1;30989
98754;6;9;2;19485
422795;6;29;4;31573
438036;1;2;2;32394
67583;1;1;1;7254
226643;6;18;1;37400
320100;5;23;5;19648
130691;3;1;1;7372
346317;2;39;1;25028
172796;2;31;6;19208
176261;3;17;2;9950
112975;5;1;1;7268
537100;6;2;1;7452
197253;1;30;1;31137
534478;1;9;2;22129
137635;3;10;1;17939
202169;6;43;5;10730
484320;4;9;1;10475
473016;3;29;1;30863
137862;5;42;1;10726
549278;3;33;1;28000
476482;4;32;2;17652
264774;1;31;2;30077
354613;5;23;6;19439
275841;5;32;2;78529
398276;6;21;3;12042
345872;6;9;1;20333
34773;7;32;5;17728
367450;7;24;1;10696
29227;7;9;1;11568
98779;4;33;1;3580
223418;3;21;2;9884
533469;6;24;2;91465
307487;7;1;1;7303
169889;7;43;1;11228
119689;5;9;2;20492
237263;3;33;1;17963
12567;5;26;1;15449
93442;7;42;7;11014
516018;2;35;2;17431
156336;5;9;2;19578
438300;6;11;1;90251
95819;4;2;1;7491
382517;1;39;2;25154
517823;1;21;1;28366
503271;3;12;2;10539
360383;2;30;1;31047
274511;1;30;2;31145
188818;1;11;1;90521
273064;3;31;2;76602
500111;4;9;2;20294
241414;2;11;1;12164
114332;5;10;2;16628
289499;3;32;6;18610
423568;3;27;1;8590
346544;7;23;4;20375
466708;6;9;3;21181
142659;7;27;1;21022
510483;4;22;1;17625
510442;6;9;1;20675
57704;2;12;2;11095
124242;6;43;2;11062
265709;1;42;3;11259
507050;4;9;3;20539
350080;3;9;2;88161
251236;2;21;4;24223
32328;3;31;2;76375
441623;2;19;1;29815
124824;4;12;2;9545
373986;1;38;6;54345
501865;1;23;2;18404
180914;3;32;3;17761
519452;2;8;1;22145
454869;2;39;4;25153
290775;5;9;2;19986
375276;4;35;6;31280
125281;6;11;2;9359
434792;6;39;1;25474
331413;5;20;1;28952
400124;6;31;2;18187
535106;4;31;2;17935
60368;1;3;1;8735
132329;6;21;4;25265
536542;1;28;3;18050
337707;1;34;2;19020
183949;5;35;3;19028
103322;7;34;4;18558
502939;1;31;4;18466
22757;1;33;2;17342
538210;5;31;4;17939
443927;5;1;1;7497
148849;1;8;1;12283
160415;4;18;2;7022
181578;2;20;2;29230
64059;2;31;5;18335
222644;2;29;3;31069
38444;5;30;1;30667
289654;6;19;2;6723
346008;4;43;2;11516
139679;4;1;1;7289
120302;6;10;2;89033
116138;1;32;1;2767
255730;3;23;4;19163
153907;4;27;2;17330
155688;1;23;5;20425
232027;2;2;1;7824
445799;5;28;1;3364
122366;1;11;1;90278
264451;2;35;3;16968
361012;5;42;3;10669
294782;4;29;2;82023
8415;2;22;3;17304
547021;3;19;1;31439
420954;4;21;2;16981
364535;7;39;1;24779
323806;2;7;1;11268
336214;3;34;1;6677
188666;2;31;1;18483
477049;1;2;1;8088
20593;5;30;2;30800
214139;1;27;3;18879
76816;5;32;1;17883
158422;7;41;1;13072
130513;2;39;1;24927
203567;3;16;2;3474
500428;4;31;4;18043
464243;3;22;5;22603
183325;7;20;1;30830
312986;3;1;1;7302
364798;3;31;1;77450
274953;2;40;1;13930
176851;5;30;2;31094
376925;3;34;1;6317
480700;1;17;3;112384
65038;1;35;1;16228
453827;1;2;1;7528
450004;1;13;2;6072
219456;3;11;2;88637
27513;2;27;3;19384
470094;5;32;3;22024
196617;1;39;2;25413
113105;1;43;2;12032
207894;2;11;2;13434
532356;3;30;1;30878
421090;3;34;5;17909
325976;1;32;1;18044
489651;6;2;1;32700
278928;2;9;2;20553
497696;7;1;1;6876
288384;3;31;1;76441
545600;4;19;1;28559
215508;3;9;1;20320
258608;2;31;1;76789
177965;5;1;1;7071
384738;2;30;2;31049
191521;1;31;5;18164
289808;7;31;1;76254
289361;3;21;2;24283
87424;5;9;1;19908
51872;5;9;1;12795
486176;6;31;4;18411
505905;5;39;1;25196
103494;3;34;2;50053
148638;5;3;1;8769
330676;1;23;5;19935
487775;4;36;1;24365
161944;7;38;2;19345
91872;4;1;1;7371
129504;3;9;2;12497
56883;1;39;1;25177
113406;1;42;1;11965
316028;4;1;1;7281
416644;1;34;5;4052
521618;5;9;1;20539
213807;7;32;6;18279
469808;7;8;1;22919
424066;4;9;1;20401
539810;5;35;1;17201
149296;1;30;1;30949
418061;6;13;1;92571
294508;4;43;2;11994
511633;1;1;1;7373
89584;7;1;1;7060
183770;1;43;1;11845
184735;7;1;1;7399
251994;3;30;2;31184
556443;2;8;2;11543
149339;4;22;2;21526
546065;5;29;1;31408
538737;1;31;2;18390
100098;7;1;1;7038
298931;4;7;1;11354
207768;2;29;1;31436
472255;5;9;3;20939
322153;2;7;1;27393
448884;2;12;1;92920
333335;2;1;1;7292
348062;7;1;1;6990
340773;7;29;3;31009
161218;2;30;2;31282
239133;2;10;4;18199
308301;4;22;5;22935
277632;3;3;1;8478
381304;2;32;1;28235
353662;2;30;1;29483
255308;3;31;5;18136
216341;7;34;2;17710
56814;3;38;7;6148
473860;6;1;1;7155
151593;2;1;1;7185
555168;5;16;6;22619
307683;4;28;2;83601
63054;2;39;1;25196
385129;4;8;1;20835
549554;5;1;1;7366
6132;2;30;2;31014
367146;6;2;1;7392
313048;4;9;1;18606
166081;3;32;1;29133
191984;3;32;1;2155
323954;5;30;1;31416
59623;1;40;1;94896
491057;4;23;1;16279
484019;1;1;1;7471
395776;4;35;2;16359
53014;7;39;1;24761
303434;2;4;1;9197
230853;5;30;1;30865
38055;5;39;2;25229
99977;7;1;1;7114
106543;6;33;1;24889
420040;1;20;1;29524
515869;2;2;1;7993
95708;3;31;4;18944
380382;1;32;1;2681
495621;2;32;3;18016
219034;2;9;3;19218
313051;6;8;2;23167
219320;1;1;1;7190
531441;4;9;2;19848
165146;4;44;6;11097
150275;5;2;1;7734
125647;5;2;1;7458
269903;7;1;1;7040
150550;5;32;2;17559
139594;1;29;2;82493
426871;2;7;1;11400
437596;7;32;4;17986
516536;3;1;1;7432
80372;6;22;3;22248
416819;1;32;5;2779
73877;2;4;1;34166
228891;2;21;2;9662
74154;3;31;4;18317
418062;3;31;1;77051
439656;2;32;2;26053
432135;1;22;5;21058
287862;6;1;1;7493
28128;6;30;2;30797
184807;4;30;1;30850
35360;3;19;1;34473
147550;7;24;1;29181
104960;3;30;2;31078
219511;2;19;1;29664
157751;7;19;3;8628
238462;3;21;2;18095
14688;4;19;2;9444
444972;4;30;1;31102
200290;3;31;2;18239
290307;6;32;1;76989
324784;7;43;3;11955
499298;6;9;1;19587
53439;5;30;3;31120
128911;4;23;3;18531
312783;4;2;1;7459
439976;6;14;2;99591
111942;5;33;1;2988
154805;6;39;1;25356
240955;7;8;1;12296
129035;7;31;1;76542
442688;6;9;3;20732
88270;3;3;2;33242
407078;3;44;7;12811
486020;7;21;2;26306
359194;3;5;1;10374
381700;6;1;1;7187
433104;7;31;5;18281
522830;6;10;5;25278
409155;3;41;1;10551
213769;3;31;1;18303
131234;6;31;6;18285
276936;2;41;4;12563
222300;3;1;1;7479
272868;5;7;1;25292
513376;6;3;3;31422
37125;5;39;2;25111
24676;3;32;2;23875
23357;7;22;2;24840
517181;1;9;2;20171
290992;4;12;2;92647
55437;4;23;3;19656
499155;4;9;1;12768
427854;3;18;2;29505
288373;2;39;4;23471
429478;1;23;4;19159
223136;2;29;1;30966
513022;7;32;2;17421
319341;4;32;4;17793
531330;2;30;2;79687
472423;7;41;2;15280
81785;5;22;4;22709
189462;2;12;2;10479
286648;1;9;1;20916
138066;6;30;1;78542
38434;4;38;3;25157
488726;3;25;2;87710
77931;3;30;2;31132
377760;3;13;2;11397
162040;1;38;3;22108
238532;1;20;1;29062
410366;2;23;7;20214
66254;6;30;2;31122
273367;1;30;1;30815
320322;1;2;1;7671
166314;6;8;1;22444
106903;5;2;1;7504
336601;1;10;3;19953
518775;5;9;1;21132
421368;5;30;2;31138
301117;3;32;2;17498
527500;3;9;2;19968
326179;4;30;2;80078
407531;7;42;1;12979
40047;7;24;1;13641
487031;2;39;2;24989
